Book;Chapter;Character A;Character B;Relationship
Kaye Gibbons: Ellen Foster;4;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;5;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;5;Daddy;Rudolph and Ellis;negative
Kaye Gibbons: Ellen Foster;5;Ellen Foster;Julia;positive
Kaye Gibbons: Ellen Foster;5;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;5;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;6;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;6;Dolphin;Ellen Foster;positive
Kaye Gibbons: Ellen Foster;6;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;6;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;6;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;7;Betsy;Ellen Foster;positive
Kaye Gibbons: Ellen Foster;7;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;7;Ellen Foster;Julia;positive
Kaye Gibbons: Ellen Foster;7;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;7;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;8;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;8;Ellen Foster;Julia;positive
Kaye Gibbons: Ellen Foster;8;Ellen Foster;Roy;positive
Kaye Gibbons: Ellen Foster;8;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;9;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;9;Dora;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Julia;positive
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Nadine;negative
Kaye Gibbons: Ellen Foster;9;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Roger;positive
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Roy;positive
Kaye Gibbons: Ellen Foster;9;Ellen Foster;Stella;positive
Kaye Gibbons: Ellen Foster;10;Daddy;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;10;Ellen Foster;Julia;positive
Kaye Gibbons: Ellen Foster;10;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;10;Ellen Foster;Mavis;positive
Kaye Gibbons: Ellen Foster;10;Ellen Foster;Roy;positive
Kaye Gibbons: Ellen Foster;10;Ellen Foster;Rudolph and Ellis;neutral
Kaye Gibbons: Ellen Foster;10;Mama's Mama;Mavis;negative
Kaye Gibbons: Ellen Foster;11;Daddy;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;11;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;11;Ellen Foster;Rudolph and Ellis;negative
Kaye Gibbons: Ellen Foster;11;Mama's Mama;Rudolph and Ellis;positive
Kaye Gibbons: Ellen Foster;12;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;12;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;12;Ellen Foster;Stella;positive
Kaye Gibbons: Ellen Foster;12;Roger;Stella;positive
Kaye Gibbons: Ellen Foster;13;Betsy;Nadine;negative
Kaye Gibbons: Ellen Foster;13;Dora;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;13;Ellen Foster;Mavis;positive
Kaye Gibbons: Ellen Foster;13;Ellen Foster;Nadine;negative
Kaye Gibbons: Ellen Foster;13;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;13;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;14;Dora;Ellen Foster;negative
Kaye Gibbons: Ellen Foster;14;Dora;Nadine;positive
Kaye Gibbons: Ellen Foster;14;Ellen Foster;Nadine;negative
Kaye Gibbons: Ellen Foster;14;Ellen Foster;New Mama;neutral
Kaye Gibbons: Ellen Foster;15;Ellen Foster;Mama's Mama;negative
Kaye Gibbons: Ellen Foster;15;Ellen Foster;New Mama;positive
Kaye Gibbons: Ellen Foster;15;Ellen Foster;Starletta;positive
Kaye Gibbons: Ellen Foster;15;New Mama;Starletta;positive
Kazuo Ishiguro: Never Let Me Go;1;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;1;Kathy;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;2;Kathy;Miss Geraldine;neutral
Kazuo Ishiguro: Never Let Me Go;2;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;2;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;2;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;2;Miss Lucy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;2;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;3;Kathy;Madame;negative
Kazuo Ishiguro: Never Let Me Go;3;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;3;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;3;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;3;Madame;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;3;Miss Lucy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;3;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Madame;negative
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Miss Geraldine;positive
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;4;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;4;Madame;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;4;Miss Lucy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;4;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;5;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;5;Kathy;Miss Geraldine;positive
Kazuo Ishiguro: Never Let Me Go;5;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;5;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;5;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;5;Miss Geraldine;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;5;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;6;Kathy;Madame;negative
Kazuo Ishiguro: Never Let Me Go;6;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;6;Kathy;Miss Geraldine;positive
Kazuo Ishiguro: Never Let Me Go;6;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;6;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;6;Madame;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;6;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;7;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;7;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;7;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;7;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;7;Miss Emily;Miss Lucy;negative
Kazuo Ishiguro: Never Let Me Go;7;Miss Lucy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;7;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;8;Kathy;Miss Lucy;negative
Kazuo Ishiguro: Never Let Me Go;8;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;8;Kathy;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;8;Miss Lucy;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;8;Ruth;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;9;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;9;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;9;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;9;Miss Lucy;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;9;Ruth;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;10;Kathy;Keffers;neutral
Kazuo Ishiguro: Never Let Me Go;10;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;10;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;10;Ruth;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;11;Kathy;Keffers;neutral
Kazuo Ishiguro: Never Let Me Go;11;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;11;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;11;Keffers;Ruth;neutral
Kazuo Ishiguro: Never Let Me Go;11;Ruth;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;12;Chrissie;Kathy;neutral
Kazuo Ishiguro: Never Let Me Go;12;Chrissie;Rodney;positive
Kazuo Ishiguro: Never Let Me Go;12;Chrissie;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;12;Kathy;Rodney;neutral
Kazuo Ishiguro: Never Let Me Go;12;Kathy;Ruth;neutral
Kazuo Ishiguro: Never Let Me Go;12;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;12;Rodney;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;13;Chrissie;Kathy;neutral
Kazuo Ishiguro: Never Let Me Go;13;Chrissie;Rodney;positive
Kazuo Ishiguro: Never Let Me Go;13;Chrissie;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;13;Kathy;Rodney;neutral
Kazuo Ishiguro: Never Let Me Go;13;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;13;Kathy;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;13;Rodney;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;13;Ruth;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;14;Chrissie;Kathy;neutral
Kazuo Ishiguro: Never Let Me Go;14;Chrissie;Rodney;positive
Kazuo Ishiguro: Never Let Me Go;14;Chrissie;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;14;Kathy;Rodney;neutral
Kazuo Ishiguro: Never Let Me Go;14;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;14;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;14;Rodney;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;14;Ruth;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;15;Kathy;Madame;neutral
Kazuo Ishiguro: Never Let Me Go;15;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;15;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;15;Madame;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;15;Miss Emily;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;15;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;16;Chrissie;Rodney;positive
Kazuo Ishiguro: Never Let Me Go;16;Kathy;Madame;neutral
Kazuo Ishiguro: Never Let Me Go;16;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;16;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;16;Madame;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;16;Ruth;Tommy;negative
Kazuo Ishiguro: Never Let Me Go;17;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;17;Kathy;Miss Lucy;neutral
Kazuo Ishiguro: Never Let Me Go;17;Kathy;Ruth;negative
Kazuo Ishiguro: Never Let Me Go;17;Kathy;Ruth’s Possible;neutral
Kazuo Ishiguro: Never Let Me Go;17;Kathy;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;17;Ruth;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;18;Kathy;Laura;neutral
Kazuo Ishiguro: Never Let Me Go;18;Kathy;Ruth;neutral
Kazuo Ishiguro: Never Let Me Go;18;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;18;Ruth;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;19;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;19;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;19;Ruth;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;20;Kathy;Madame;neutral
Kazuo Ishiguro: Never Let Me Go;20;Kathy;Ruth;neutral
Kazuo Ishiguro: Never Let Me Go;20;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;20;Madame;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;21;Kathy;Madame;neutral
Kazuo Ishiguro: Never Let Me Go;21;Kathy;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;21;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;21;Madame;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;21;Madame;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;21;Miss Emily;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;22;Kathy;Madame;neutral
Kazuo Ishiguro: Never Let Me Go;22;Kathy;Miss Emily;positive
Kazuo Ishiguro: Never Let Me Go;22;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;22;Madame;Miss Emily;neutral
Kazuo Ishiguro: Never Let Me Go;22;Madame;Tommy;neutral
Kazuo Ishiguro: Never Let Me Go;22;Miss Emily;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;23;Kathy;Ruth;positive
Kazuo Ishiguro: Never Let Me Go;23;Kathy;Tommy;positive
Kazuo Ishiguro: Never Let Me Go;23;Ruth;Tommy;positive
Kazuo Ishiguro: The Remains of the Day;1;Lord Darlington;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;1;Miss Kenton;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;1;Mr. Farraday;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;1;Mrs. Clements;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;1;Rosemary and Agnes;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;2;Lord Darlington;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;2;Miss Kenton;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;2;Mr. Farraday;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;2;Stevens;Stevens's father;positive
Kazuo Ishiguro: The Remains of the Day;3;Dr. Meredith;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;3;Lord Darlington;Monsieur Dupont;positive
Kazuo Ishiguro: The Remains of the Day;3;Lord Darlington;Mr. Lewis;negative
Kazuo Ishiguro: The Remains of the Day;3;Lord Darlington;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;3;Miss Kenton;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;3;Miss Kenton;Stevens's father;neutral
Kazuo Ishiguro: The Remains of the Day;3;Monsieur Dupont;Mr. Lewis;negative
Kazuo Ishiguro: The Remains of the Day;3;Mr. Farraday;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;3;Mr. Reginald Cardinal;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;3;Stevens;Stevens's father;positive
Kazuo Ishiguro: The Remains of the Day;4;Lord Darlington;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;4;Mr. Farraday;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;4;Mr. and Mrs. Wakefield;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;5;George Bernard Shaw;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;5;Herr Ribbentrop;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;5;Lady Astor;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;5;Lord Darlington;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;5;Lord Halifax;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;5;Miss Kenton;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;5;Mr. Farraday;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Dr. Carlisle;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Harry Smith;Stevens;negative
Kazuo Ishiguro: The Remains of the Day;6;Lisa;Miss Kenton;positive
Kazuo Ishiguro: The Remains of the Day;6;Lisa;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Lord Darlington;Miss Kenton;negative
Kazuo Ishiguro: The Remains of the Day;6;Lord Darlington;Mrs. Carolyn Barnet;positive
Kazuo Ishiguro: The Remains of the Day;6;Lord Darlington;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Miss Kenton;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Mr. Taylor;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;6;Mrs. Carolyn Barnet;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;7;Dr. Carlisle;Harry Smith;negative
Kazuo Ishiguro: The Remains of the Day;7;Dr. Carlisle;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;7;Harry Smith;Stevens;negative
Kazuo Ishiguro: The Remains of the Day;7;Herr Ribbentrop;Lord Darlington;neutral
Kazuo Ishiguro: The Remains of the Day;7;Lord Darlington;Mr. Reginald Cardinal;negative
Kazuo Ishiguro: The Remains of the Day;7;Miss Kenton;Mr. Reginald Cardinal;neutral
Kazuo Ishiguro: The Remains of the Day;7;Miss Kenton;Stevens;negative
Kazuo Ishiguro: The Remains of the Day;7;Mr. Reginald Cardinal;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;8;Lord Darlington;Stevens;neutral
Kazuo Ishiguro: The Remains of the Day;8;Miss Kenton;Mr. Reginald Cardinal;neutral
Kazuo Ishiguro: The Remains of the Day;8;Miss Kenton;Stevens;positive
Kazuo Ishiguro: The Remains of the Day;8;Mr. Farraday;Stevens;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;1;Billy Bibbit;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;1;Chief Bromden;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;1;Chief Bromden;Randle McMurphy;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;1;Chief Bromden;Warren, Washington, Williams, and Geever;negative
Ken Kesey: One Flew Over the Cuckoos Nest;1;Dale Harding;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;1;Dale Harding;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;1;Doctor Spivey;Nurse Ratched;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;1;Doctor Spivey;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;1;Nurse Ratched;Randle McMurphy;negative
Ken Kesey: One Flew Over the Cuckoos Nest;1;Nurse Ratched;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Billy Bibbit;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Charles Cheswick;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Chief Bromden;Mr. Turkle;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Chief Bromden;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;2;Chief Bromden;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Dale Harding;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;2;Dale Harding;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Doctor Spivey;Nurse Ratched;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;2;Doctor Spivey;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Martini;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;2;Nurse Ratched;Randle McMurphy;negative
Ken Kesey: One Flew Over the Cuckoos Nest;2;Nurse Ratched;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Billy Bibbit;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Charles Cheswick;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Chief Bromden;Mr. Turkle;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Chief Bromden;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Dale Harding;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;3;Dale Harding;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Doctor Spivey;Nurse Ratched;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;3;Doctor Spivey;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Martini;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Nurse Ratched;Randle McMurphy;negative
Ken Kesey: One Flew Over the Cuckoos Nest;3;Nurse Ratched;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;3;Randle McMurphy;Sefelt and Frederickson;neutral
Ken Kesey: One Flew Over the Cuckoos Nest;4;Billy Bibbit;Candy Starr;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Billy Bibbit;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Candy Starr;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Charles Cheswick;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Chief Bromden;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Chief Bromden;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Dale Harding;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Doctor Spivey;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;4;Doctor Spivey;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;George Sorenson;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Martini;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Nurse Ratched;Randle McMurphy;negative
Ken Kesey: One Flew Over the Cuckoos Nest;4;Nurse Ratched;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;4;Randle McMurphy;Scanlon;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Billy Bibbit;Candy Starr;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Billy Bibbit;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;5;Candy Starr;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Chief Bromden;Mr. Turkle;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Chief Bromden;Nurse Ratched;negative
Ken Kesey: One Flew Over the Cuckoos Nest;5;Chief Bromden;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Dale Harding;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;George Sorenson;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Martini;Randle McMurphy;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Nurse Ratched;Randle McMurphy;negative
Ken Kesey: One Flew Over the Cuckoos Nest;5;Nurse Ratched;Warren, Washington, Williams, and Geever;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Randle McMurphy;Scanlon;positive
Ken Kesey: One Flew Over the Cuckoos Nest;5;Randle McMurphy;Sefelt and Frederickson;neutral
Kenneth Grahame: The Wind in the Willows;1;Badger;Mole;neutral
Kenneth Grahame: The Wind in the Willows;1;Badger;Water Rat;neutral
Kenneth Grahame: The Wind in the Willows;1;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;1;Otter;Toad;negative
Kenneth Grahame: The Wind in the Willows;1;Otter;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;1;Toad;Water Rat;negative
Kenneth Grahame: The Wind in the Willows;2;Badger;Mole;neutral
Kenneth Grahame: The Wind in the Willows;2;Badger;Water Rat;neutral
Kenneth Grahame: The Wind in the Willows;2;Mole;Toad;positive
Kenneth Grahame: The Wind in the Willows;2;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;2;Toad;Water Rat;negative
Kenneth Grahame: The Wind in the Willows;3;Badger;Mole;positive
Kenneth Grahame: The Wind in the Willows;3;Badger;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;3;Mole;Otter;positive
Kenneth Grahame: The Wind in the Willows;3;Mole;Toad;positive
Kenneth Grahame: The Wind in the Willows;3;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;3;Otter;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;3;Toad;Water Rat;negative
Kenneth Grahame: The Wind in the Willows;4;Badger;Mole;positive
Kenneth Grahame: The Wind in the Willows;4;Badger;Toad;negative
Kenneth Grahame: The Wind in the Willows;4;Badger;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;4;Mole;Otter;positive
Kenneth Grahame: The Wind in the Willows;4;Mole;Piper;positive
Kenneth Grahame: The Wind in the Willows;4;Mole;Toad;neutral
Kenneth Grahame: The Wind in the Willows;4;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;4;Otter;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;4;Piper;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;4;Toad;Water Rat;negative
Kenneth Grahame: The Wind in the Willows;5;Engine Driver;Toad;positive
Kenneth Grahame: The Wind in the Willows;5;Jailer’s Daughter;Toad;positive
Kenneth Grahame: The Wind in the Willows;5;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;5;Sea Rat;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;6;Badger;Toad;negative
Kenneth Grahame: The Wind in the Willows;6;Barge Woman;Toad;negative
Kenneth Grahame: The Wind in the Willows;6;Engine Driver;Toad;positive
Kenneth Grahame: The Wind in the Willows;6;Gypsy;Toad;neutral
Kenneth Grahame: The Wind in the Willows;6;Jailer’s Daughter;Toad;positive
Kenneth Grahame: The Wind in the Willows;6;Mole;Toad;neutral
Kenneth Grahame: The Wind in the Willows;6;Otter;Toad;negative
Kenneth Grahame: The Wind in the Willows;6;Toad;Water Rat;negative
Kenneth Grahame: The Wind in the Willows;7;Badger;Mole;positive
Kenneth Grahame: The Wind in the Willows;7;Badger;Otter;positive
Kenneth Grahame: The Wind in the Willows;7;Badger;Toad;negative
Kenneth Grahame: The Wind in the Willows;7;Badger;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;7;Mole;Toad;neutral
Kenneth Grahame: The Wind in the Willows;7;Mole;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;7;Stoats;Toad;negative
Kenneth Grahame: The Wind in the Willows;7;Toad;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;7;Toad;Weasels;negative
Kenneth Grahame: The Wind in the Willows;8;Badger;Mole;positive
Kenneth Grahame: The Wind in the Willows;8;Badger;Otter;positive
Kenneth Grahame: The Wind in the Willows;8;Badger;Toad;positive
Kenneth Grahame: The Wind in the Willows;8;Badger;Water Rat;positive
Kenneth Grahame: The Wind in the Willows;8;Barge Woman;Toad;neutral
Kenneth Grahame: The Wind in the Willows;8;Engine Driver;Toad;positive
Kenneth Grahame: The Wind in the Willows;8;Jailer’s Daughter;Toad;positive
